ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
215;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. TTE. GRL ARANA;D.A.O.M. Y M.O.A.;PZTA TTE GRL ARANA;PZTA TTE GRL ARANA;RIVADAVIA AV. E IRIGOYEN;RIVADAVIA AV.;;VILLA LURO;COMUNA 10;;;-34.638080561716144;-58.503936347943295
217;BUSTO;1;CEMENTO PATINADO;DR.BERNARDO HOUSSAY;GURRIERI, BLAS SALVADOR;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
218;BUSTO;1;BRONCE;DR. RAMON CARRILLO;GURRIERI, BLAS SALVADOR;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
219;BUSTO;1;BRONCE;DR. PEDRO BENEDICT;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
220;BUSTO;1;BRONCE;DR. PEDRO LAGLEYZE;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
221;MONOLITO;1;GRANITO;SUSTENTACION PLACA 2160;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
223;PLACA;1;CERAMICA;HJE. AL CHE GUEVARA;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
224;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A GENARO GIACOBINI;D.G.M;PUAN Y B FERNANDEZ MORENO;PUAN Y B FERNANDEZ MORENO;FERNANDEZ MORENO, BALDOMERO Y PUAN;FERNANDEZ MORENO, BALDOMERO;;PARQUE CHACABUCO;COMUNA 7;;;-34.63202075574481;-58.445103330206855
225;PLACA;1;MARMOL;HJE. A LOS ANIMALES DE LABORATORIO;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
227;PLACA;1;ACERO INOXIDABLE;HJE. AL DR. PEDRO LAGLEYZE;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
228;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A LA 1RA.CATEDRA ODONTOLOGICA;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
229;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL DR.BERNARDO HOUSSAY;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
231;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL ANIMAL DE LABORATORIO;;AV CORDOBA 2100;AV CORDOBA 2100;CORDOBA AV. 2100;CORDOBA AV.;2100;BALVANERA;COMUNA 3;1120;C1120AAP;-34.5998044138089;-58.39704741976874
233;GRUPO ESCULTORICO;1;BRONCE;FAMILIA DE CIERVOS;GARDET, GEORGE;PLAZA BRIG GRAL FACUNDO QUIROGA;PLAZA BRIG GRAL FACUNDO QUIROGA;ISABEL, INFANTA AV. Y FREYRE, MARCELINO E., CNEL. AV.;ISABEL, INFANTA AV.;;PALERMO;COMUNA 14;;;-34.56996463637528;-58.420205348162625
235;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 130;D.O.M. Y M.O.A.;PLAZA BRIG GRAL JUAN F QUIROGA;PLAZA BRIG GRAL JUAN F QUIROGA;ISABEL, INFANTA AV. Y FREYRE, MARCELINO E., CNEL. AV.;ISABEL, INFANTA AV.;;PALERMO;COMUNA 14;;;-34.56996463637528;-58.420205348162625
236;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CELEDONIO FLORES;D.G.M;PZTA CELEDONIO FLORES;PZTA CELEDONIO FLORES;CORDOBA Y LACROZE, FEDERICO AV.;CORDOBA;;CHACARITA;COMUNA 15;;;-34.58170063313365;-58.45171403176322
240;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M / M.O.A;PZTA GUATEMALA;PZTA GUATEMALA;;;;;;;;;
243;PLACA;1;MARMOL;HJE. A CLAUDIA PIA BAUDRACCO;;PLAZA CARLOS JAUREGUI;PLAZA CARLOS JAUREGUI;COCHABAMBA Y SOLIS;COCHABAMBA;;CONSTITUCION;COMUNA 1;;;-34.623976400936684;-58.389761437129984
244;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HOMENAJE A LA BANDERA;D.G.M.;AV CNEL ROCA Y SAN PEDRITO;AV CNEL ROCA Y SAN PEDRITO;;;;;;;;;
245;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M.;PZTA JUSTO SUAREZ;PZTA JUSTO SUAREZ;CARDENAS, CNEL. AV. 2301;CARDENAS, CNEL. AV.;2301;MATADEROS;COMUNA 9;1440;C1440EJI;-34.66193837843091;-58.505161039547566
246;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M.;PZTA SAN VICENTE DE PAUL;PZTA SAN VICENTE DE PAUL;CASTAÑARES AV. Y SARAZA;CASTAÑARES AV.;;PARQUE CHACABUCO;COMUNA 7;;;-34.640009287293005;-58.440914834547264
250;ESTATUA;1;HIERRO FUNDIDO;MATERNIDAD;TENTI, PEDRO;PLAZA CASTELLI;PLAZA CASTELLI;CONDE Y ECHEVERRIA;CONDE;;BELGRANO;COMUNA 13;;;-34.56818881424021;-58.464701308177354
251;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M.;PZTA FRANCISCO LOPEZ TORRES;PZTA FRANCISCO LOPEZ TORRES;MIRIÑAY Y MOCORETA;MIRIÑAY;;PARQUE PATRICIOS;COMUNA 4;;;-34.64427509867544;-58.41267857308728
252;BASE;1;MAMPOSTERIA;MOTIVO DECORATIVO;DIRECCION DE PASEOS Y M.O.A;PLAZA CIUDAD DE BANFF;PLAZA CIUDAD DE BANFF;ROMA 760;ROMA;760;VERSALLES;COMUNA 10;1408;C1408BZF;-34.628355191818365;-58.52163954083591
254;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M.;PZTA SAN FRANCISCO;PZTA SAN FRANCISCO;ALSINA, ADOLFO Y DEFENSA;ALSINA, ADOLFO;;MONSERRAT;COMUNA 1;;;-34.61014133596724;-58.3720606431853
255;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A ADAN QUIROGA;D.G.M.;PZTA ADAN QUIROGA;PZTA ADAN QUIROGA;UDAONDO, GUILLERMO AV. 1462;UDAONDO, GUILLERMO AV.;1462;BELGRANO;COMUNA 13;1428;C1428BJS;-34.548928801638105;-58.45400661424156
256;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M.;PZTA PEDRO ESCUDERO;PZTA PEDRO ESCUDERO;GARCIA DEL RIO Y PINTO;GARCIA DEL RIO;;SAAVEDRA;COMUNA 12;;;-34.55024900771412;-58.4770418303255
258;PLACA;1;BRONCE;HJE. A LA BANDERA;;PLAZA CIUDAD DE BANFF;PLAZA CIUDAD DE BANFF;ROMA 760;ROMA;760;VERSALLES;COMUNA 10;1408;C1408BZF;-34.628355191818365;-58.52163954083591
261;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A DOMINGO FAUSTINO SARMIENTO;D.G.M.;ROSEDAL;ROSEDAL;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
263;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A EUSEBIO AGÌERO;;PLAZA CIUDAD DE BANFF;PLAZA CIUDAD DE BANFF;ROMA 760;ROMA;760;VERSALLES;COMUNA 10;1408;C1408BZF;-34.628355191818365;-58.52163954083591
264;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 82;D.G.M.;PZTA CARLOS PELLEGRINI;PZTA CARLOS PELLEGRINI;ALVEAR AV. 1350;ALVEAR AV.;1350;RETIRO;COMUNA 1;1014;C1014AAN;-34.59167891664071;-58.383109364623046
266;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 97;D.G.M.;PZTA CANDIDO DE LASALA;PZTA CANDIDO DE LASALA;SANTA FE AV. 716;SANTA FE AV.;716;RETIRO;COMUNA 1;1059;C1059ABO;-34.595555678644054;-58.3773309797337
269;PLACA;1;BRONCE;HJE.BS.AS.A CIUDAD DE UDINE;;PLAZA CIUDAD DE UDINE;PLAZA CIUDAD DE UDINE;CHIVILCOY Y MAGARIÑOS CERVANTES, A.;CHIVILCOY;;FLORESTA;COMUNA 10;;;-34.620890572278086;-58.49127932027616
278;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL COMODORO PEDRO L.ZANNI;D.G.O.M.;PLAZA COMODORO PEDRO L ZANNI;PLAZA COMODORO PEDRO L ZANNI;CANTILO, INT. Y OBLIGADO RAFAEL, AV.COSTANERA;CANTILO, INT.;;BELGRANO;COMUNA 13;;;-34.5508453476009;-58.42921999999783
286;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.M. Y M.O.A.;PZTA DR ANTONIO SAENZ;PZTA DR ANTONIO SAENZ;SAENZ AV. Y USPALLATA;SAENZ AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.64157155783709;-58.41610817698901
288;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CONGRESO DE TUCUMAN;;PLAZA CONGRESO;PLAZA CONGRESO;RIVADAVIA AV. 1602;RIVADAVIA AV.;1602;MONSERRAT;COMUNA 1;1033;C1033AAT;-34.60917841529358;-58.389400222141646
290;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL PRESBITERO VIRGILIO FILIPPO;D.G.M.A. Y P.;CANTERO CENTRAL PRESBITERO VIRGI;CANTERO CENTRAL PRESBITERO VIRGI;;;;;;;;;
292;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. MIEMBROS PREFECTURA NAVAL;D.G.O.M;PZTA PREFECTURA NAVAL ARGENTINA;PZTA PREFECTURA NAVAL ARGENTINA;FRAGATA 25 DE MAYO Y CAÑONERA AMERICA;FRAGATA 25 DE MAYO;;VILLA LUGANO;COMUNA 8;;;-34.68536598871751;-58.47065078403075
295;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A MANUEL GOMEZ CARRILLO;D.G.O.M;PZTA MANUEL GOMEZ CARRILLO;PZTA MANUEL GOMEZ CARRILLO;ARGENTINA AV. Y SARAZA;ARGENTINA AV.;;VILLA LUGANO;COMUNA 8;;;-34.67292803372339;-58.48196875044728
296;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A DON LUIS ORIONE;D.G.O.M;PZTA DON LUIS ORIONE;PZTA DON LUIS ORIONE;;;;;;;;;
300;MASTIL;1;HIERRO;HJE. A LA BANDERA;;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
301;MONOLITO;1;GRANITO;HJE. A JUAN BAUTISTA ALBERDI;;PLAZA CONSTITUCION;PLAZA CONSTITUCION;LIMA 1563;LIMA;1563;CONSTITUCION;COMUNA 1;1138;C1138ACG;-34.626563374935216;-58.38234371599969
302;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PLAZA CORONEL DORREGO;PLAZA CORONEL DORREGO;DEFENSA Y HUMBERTO 1°;DEFENSA;;SAN TELMO;COMUNA 1;;;-34.620667541322746;-58.37142525448924
303;PLACA;1;BRONCE;HOMENAJE;D.G.O.M.;PZTA TTE GRAL ARANA;PZTA TTE GRAL ARANA;RIVADAVIA AV. Y CORTINA;RIVADAVIA AV.;;VILLA LURO;COMUNA 10;;;-34.63816811573558;-58.50451209233681
305;ESTATUA;1;BRONCE;HERACLES-EL ARQUERO;BOURDELLE, ANTONIO;PLAZA DANTE;PLAZA DANTE;DEL LIBERTADOR AV. Y PUEYRREDON AV.;DEL LIBERTADOR AV.;;RECOLETA;COMUNA 2;;;-34.58475337564561;-58.391724851214896
306;MONUMENTO;1;BRONCE Y MARMOL;DR.JOSE FIGUEROA ALCORTA;FERRARO, JUAN CARLOS;PLAZA DANTE;PLAZA DANTE;DEL LIBERTADOR AV. Y PUEYRREDON AV.;DEL LIBERTADOR AV.;;RECOLETA;COMUNA 2;;;-34.58475337564561;-58.391724851214896
310;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA JULIAN BESTERIO;PZTA JULIAN BESTERIO;PUNTA ARENAS 1529;PUNTA ARENAS;1529;PATERNAL;COMUNA 15;1427;C1427DRC;-34.596071154641706;-58.47072059230171
312;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA BELISARIO ROLDAN;PZTA BELISARIO ROLDAN;SANTO TOME Y GANA;SANTO TOME;;VERSALLES;COMUNA 10;;;-34.62814110055483;-58.52836560559994
313;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;D.G.O.M.;PZTA SANTA RITA;PZTA SANTA RITA;CUENCA Y GALICIA;CUENCA;;VILLA SANTA RITA;COMUNA 11;;;-34.62044792127493;-58.47963315717708
315;ESTATUA;1;CEMENTO PATINADO;TIERRA PAMPEÑA;SCARPATO, ANTONIO;PLAZA DE LA ASUNCION;PLAZA DE LA ASUNCION;GAONA AV. Y GAVILAN;GAONA AV.;;VILLA GRAL. MITRE;COMUNA 11;;;-34.616276966388504;-58.465677745370556
319;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.O.M.;PZTA JUAN MAFFIOLI;PZTA JUAN MAFFIOLI;USPALLATA Y PUNA;USPALLATA;;NUEVA POMPEYA;COMUNA 4;;;-34.64132822120882;-58.41478509684243
320;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL 1ER. CRIADERO DE PLANTAS;D.G.O.M.;PARQUE ESPAÑA;PARQUE ESPAÑA;CASEROS AV. Y BAIGORRI;CASEROS AV.;;BARRACAS;COMUNA 4;;;-34.633349652005904;-58.387273726884345
321;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CARLOS BELLO;D.G.O.M.;PZTA BOMBEROS VOL DE LA BOCA;PZTA BOMBEROS VOL DE LA BOCA;OLAVARRIA Y GARIBALDI;OLAVARRIA;;BOCA;COMUNA 4;;;-34.638478929376404;-58.36414226097657
322;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A SAN JUAN BOSCO;D.G.O.M.;DON BOSCO Y CASTRO BARROS;DON BOSCO Y CASTRO BARROS;DON BOSCO Y CASTRO BARROS AV.;DON BOSCO;;ALMAGRO;COMUNA 5;;;-34.6131666940244;-58.4206362832974
323;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CNEL. JUAN A. DE BALDRICH;D.G.O.M.;PARQUE DEL CENTENARIO;PARQUE DEL CENTENARIO;GALLARDO, ANGEL AV. Y RIO DE JANEIRO;GALLARDO, ANGEL AV.;;VILLA CRESPO;COMUNA 15;;;-34.60266946756511;-58.43333704541429
325;GRUPO ESCULTORICO;1;BRONCE;LA MATERNIDAD;FIORAVANTI, OCTAVIO;PLAZA DE LA MISERICORDIA;PLAZA DE LA MISERICORDIA;DIRECTORIO AV. 2000;DIRECTORIO AV.;2000;FLORES;COMUNA 7;1406;C1406GZV;-34.63188704593448;-58.455348703751234
328;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMINA PERSONAS MONUMENTO A ESPA?A;D.G.O.M.;PZTA CIUDAD DE SALAMANCA;PZTA CIUDAD DE SALAMANCA;ESPAÑA AV. Y LAFONE, QUEVEDO SAMUEL;ESPAÑA AV.;;BOCA;COMUNA 4;;;-34.62233466692757;-58.35461058593955
329;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 295;D.G.O.M.;PZTA CIUDAD DE SALAMANCA;PZTA CIUDAD DE SALAMANCA;;;;;;;;;
331;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A HECTOR OESTERHELD;D.G.O.M.;CANTERO CENTRAL HECTOR OESTERHELD;CANTERO CENTRAL HECTOR OESTERHELD;;;;;;;;;
333;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CARLOS GARDEL DE LA M.C.B.A.;D.G.O.M.;PZTA DEL TANGO;PZTA DEL TANGO;CORRIENTES AV. 80;CORRIENTES AV.;80;SAN NICOLAS;COMUNA 1;1043;C1043AAN;-34.60296134959952;-58.36884913215478
335;MASTIL;1;HIERRO;HJE. A LA BANDERA;;PLAZA DE LA MISERICORDIA;PLAZA DE LA MISERICORDIA;DIRECTORIO AV. 2000;DIRECTORIO AV.;2000;FLORES;COMUNA 7;1406;C1406GZV;-34.63188704593448;-58.455348703751234
338;PLACA Y MONOLITO;1;BRONCE;HJE.A FEDERICO GARCIA LORCA;D.G.O.M.;PZTA FEDERICO GARCIA LORCA;PZTA FEDERICO GARCIA LORCA;CHORROARIN AV. Y CALDAS;CHORROARIN AV.;;VILLA ORTUZAR;COMUNA 15;;;-34.58379178648297;-58.469501186536135
339;PLACA Y MONOLITO;1;BRONCE;HJE.A DON JOSE AMALFITANI;D.G.O.M.;PASEO JOSE AMALFITANI;PASEO JOSE AMALFITANI;PORCEL DE PERALTA, MANUEL 553;PORCEL DE PERALTA, MANUEL;553;VERSALLES;COMUNA 10;1408;C1408CBE;-34.63197888792541;-58.52256162062042
341;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A LA BANDERA;;PLAZA DE LA MISERICORDIA;PLAZA DE LA MISERICORDIA;DIRECTORIO AV. 2000;DIRECTORIO AV.;2000;FLORES;COMUNA 7;1406;C1406GZV;-34.63188704593448;-58.455348703751234
342;PLACA CON RELIEVE;1;CEMENTO PATINADO;HJE. A LA MUJER;M.O.A. Y P.R.E.M.O.A.;PLAZA DE LA MUJER;PLAZA DE LA MUJER;ALBERDI, JUAN BAUTISTA AV. Y CARHUE;ALBERDI, JUAN BAUTISTA AV.;;MATADEROS;COMUNA 9;;;-34.65903043427373;-58.51232069652113
343;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE RIO NEGRO;D.G.M;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
344;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE MENDOZA;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
349;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO NACIONAL;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
352;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 2456;D.G.O.M.;PASEO DE LA PAZ;PASEO DE LA PAZ;HOLMBERG 2410;HOLMBERG;2410;VILLA URQUIZA;COMUNA 12;1430;C1430DOT;-34.569530394771895;-58.47670182490444
354;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A SEVERINO CIRIGLIANO;D.G.O.M.;PZTA SEVERINO CIRIGLIANO;PZTA SEVERINO CIRIGLIANO;FOREST AV. Y OLLEROS;FOREST AV.;;CHACARITA;COMUNA 15;;;-34.58612006513206;-58.45311185291453
357;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE TUCUMAN;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
358;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA CANTEROS CENTRALES;D.G.O.M.;CANTEROS CENTRALES TTE GRAL VARELA;CANTEROS CENTRALES TTE GRAL VARELA;;;;;;;;;
359;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE CHACO;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
361;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE FORMOSA;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
362;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE CORRIENTES;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
363;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA CANTERO CENTRAL;D.G.O.M.;CANTERO CENTRAL ANTONIO RIZUTTO;CANTERO CENTRAL ANTONIO RIZUTTO;;;;;;;;;
364;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE ENTRE RIOS;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
367;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE CAPITAL FEDERAL;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
368;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DEL CHUBUT;D.G.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
372;PLACA;1;BRONCE;HJE.1ER.IZAMIENTO BANDERA NACIONAL;D.G.O.P.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
373;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.G.O.M.;PZTA MONTE ARARAT;PZTA MONTE ARARAT;CHARCAS 3502;CHARCAS;3502;PALERMO;COMUNA 14;1425;C1425BMV;-34.589924237216415;-58.414917717300966
374;MONUMENTO OBELISCO;1;MAMPOSTERIA;HJE. AL IV° CENT. FUNDACION DE BS. A;E.A.I.M.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
377;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE STGO. DEL ESTERO;FERRARO, JUAN CARLOS;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
379;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.MUNICIPAL A LAS ISLAS MALVINAS;D.G.O.M.;AV FIGUEROA ALCORTA Y TAGLE;AV FIGUEROA ALCORTA Y TAGLE;FIGUEROA ALCORTA, PRES. AV. Y TAGLE;FIGUEROA ALCORTA, PRES. AV.;;PALERMO;COMUNA 14;;;-34.58069901985333;-58.39811521123685
382;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DE SANTA FE;FERRARO, JUAN CARLOS;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
384;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ESCUDO DEL NEUQUEN;FERRARO, JUAN CARLOS;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
385;MONOLITO;1;MAMPOSTERIA;SUSTENTACION DE PLACA 2176;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
387;PLACA;1;CEMENTO PATINADO;ESCUDO TIERRA DEL FUEGO, ANTARTIDA E IS;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
388;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A CONSEJERA LOPEZ GAMUNDI;D.G.O.M.;PZTA DEL ARBOL;PZTA DEL ARBOL;AGUERO 1395;AGUERO;1395;RECOLETA;COMUNA 2;1425;C1425EHE;-34.59320838299206;-58.408464908147735
